"location","indicator","sex","residence","Unit","Date","Value"
"Turkana South","No. of people over 3 years in University","Male","Rural","Number","2006","198"
"Turkana South","No. of people over 3 years in University","Female","Rural","Number","2006","89"
"Turkana South","Youth Polytechnic","Male","Rural","Number","2006","24"
"Turkana South","Youth Polytechnic","Female","Rural","Number","2006","14"
"Turkana South","No. of people over 3 years with Basic Literacy","Male","Rural","Number","2006","14"
"Turkana South","No. of people over 3 years with Basic Literacy","Female","Rural","Number","2006","15"
"Turkana South","Population","Male","Rural","Persons","2006","27584"
"Turkana South","Population","Female","Rural","Persons","2006","22201"
"Turkana South","Pre-primary school age children","Male","Rural","Number","2006","7580"
"Turkana South","Pre-primary school age children","Female","Rural","Number","2006","6802"
"Turkana South","Primary school age children","Male","Rural","Number","2006","34501"
"Turkana South","Primary school age children","Female","Rural","Number","2006","29718"
"Turkana South","Secondary School age children","Male","Rural","Number","2006","16219"
"Turkana South","Secondary School age children","Female","Rural","Number","2006","11910"
"Turkana South","School age children","Male","Rural","Number","2006","58300"
"Turkana South","School age children","Female","Rural","Number","2006","48430"
"Turkana South","Tertiary age population","Male","Rural","Number","2006","14291"
"Turkana South","Tertiary age population","Female","Rural","Number","2006","10676"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1970","18078"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1971","19800"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1972","21581"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1973","22398"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1974","39935"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1975","43929"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1976","47071"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1977","50948"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1978","53646"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1979","64326"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1980","69644"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1981","81428"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1982","77217"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1983","83333"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1984","84957"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1985","90901"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1986","93782"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1987","96824"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1988","91835"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1989","91487"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1990","94512"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1991","94572"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1992","94281"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1993","79516"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1994","89329"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1995","86343"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1996","86296"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1997","86296"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1998","119718"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","1999","103369"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2000","103171"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2001","102090"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2002","107993"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2003","122695"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2004","122981"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2005","132387"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2006","133219"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2007","184954"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2008","185486"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2009","178205"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2010","185471"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2011","189602"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2012","193499"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2013","195482"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2014","197329"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2015","206272"
"Uasin Gishu","Primary School Enrollment","Total","Total","Number","2016","223358"
"Uasin Gishu","Secondary Schools Enrollment","Total","Total","Number","2007","23444"
"Uasin Gishu","Secondary Schools Enrollment","Total","Total","Number","2008","26535"
"Uasin Gishu","Secondary Schools Enrollment","Total","Total","Number","2009","27133"
"Uasin Gishu","Secondary Schools Enrollment","Total","Total","Number","2010","30463"
"Uasin Gishu","Secondary Schools Enrollment","Total","Total","Number","2011","32570"
"Uasin Gishu","Secondary Schools Enrollment","Total","Total","Number","2012","35280"
"Uasin Gishu","Secondary Schools Enrollment","Total","Total","Number","2013","38771"
"Uasin Gishu","Secondary Schools Enrollment","Total","Total","Number","2014","42961"
"Uasin Gishu","Secondary Schools Enrollment","Total","Total","Number","2015","59831"
"Uasin Gishu","Secondary Schools Enrollment","Total","Total","Number","2016","67314"
"Uasin Gishu","School Net Attendance Ratio, Primary","Male","Total","%","2006","81.13732103"
"Uasin Gishu","School Net Attendance Ratio, Primary","Female","Total","%","2006","88.966505264"
"Uasin Gishu","School Net Attendance Ratio, Primary","Total","Total","Number","2006","152390.7"
"Uasin Gishu","School Net Attendance Ratio, Secondary","Male","Total","%","2006","23.781202279"
"Uasin Gishu","School Net Attendance Ratio, Secondary","Female","Total","%","2006","32.567285419"
"Uasin Gishu","School Net Attendance Ratio, Secondary","Total","Total","Number","2006","95414.7"
"Uasin Gishu","Gross Attendance Ratio, Primary","Male","Total","%","2006","125"
"Uasin Gishu","Gross Attendance Ratio, Primary","Female","Total","%","2006","130"
"Uasin Gishu","Gross Attendance Ratio, Primary","Total","Total","Number","2006","152390.7"
"Uasin Gishu","Gross Attendance Ratio, Secondary","Male","Total","%","2006","46"
"Uasin Gishu","Gross Attendance Ratio, Secondary","Female","Total","%","2006","56"
"Uasin Gishu","Gross Attendance Ratio, Secondary","Total","Total","Number","2006","95414.7"
"Uasin Gishu","Population","Male","Total","Persons","2009","448656"
"Uasin Gishu","Population","Female","Total","Persons","2009","444953"
"Uasin Gishu","Population","Total","Total","Persons","2009","893609"
"Uasin Gishu","Proportion of Children (3-5 years) attending School","Total","Total","Number","2006","30846.1"
"Uasin Gishu","% Attending School","Total","Total","%","2006","42.917256963"
"Eldoret East","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","112.53"
"Eldoret East","In school with pre-primary as percent of pre-primary population","Male","Rural","%","2006","112.6"
"Eldoret East","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","107.76"
"Eldoret East","In school with pre-primary as percent of pre-primary population","Female","Rural","%","2006","108.89"
"Eldoret East","In school with Primary education as % of primary school age population","Male","Urban","%","2006","114.77"
"Eldoret East","In school with Primary education as % of primary school age population","Male","Rural","%","2006","127.93"
"Eldoret East","In school with Primary education as % of primary school age population","Female","Urban","%","2006","115.09"
"Eldoret East","In school with Primary education as % of primary school age population","Female","Rural","%","2006","125.12"
"Eldoret East","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","103.31"
"Eldoret East","In school with Secondary education as percent of secondary school age population","Male","Rural","%","2006","53.93"
"Eldoret East","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","87.03"
"Eldoret East","In school with Secondary education as percent of secondary school age population","Female","Rural","%","2006","56.42"
"Eldoret East","In school with Tertiary education as % of population","Male","Urban","%","2006","19.96"
"Eldoret East","In school with Tertiary education as % of population","Male","Rural","%","2006","5.38"
"Eldoret East","In school with Tertiary education as % of population","Female","Urban","%","2006","27.24"
"Eldoret East","In school with Tertiary education as % of population","Female","Rural","%","2006","7.62"
"Eldoret East","University students as % of population","Male","Urban","%","2006","51.46"
"Eldoret East","University students as % of population","Male","Rural","%","2006","3.51"
"Eldoret East","University students as % of population","Female","Urban","%","2006","33.12"
"Eldoret East","University students as % of population","Female","Rural","%","2006","2.94"
"Eldoret East","Youth Polytechnic students as percent of population","Male","Urban","%","2006","1.57"
"Eldoret East","Youth Polytechnic students as percent of population","Male","Rural","%","2006","0.89"
"Eldoret East","Youth Polytechnic students as percent of population","Female","Urban","%","2006","1.36"
"Eldoret East","Youth Polytechnic students as percent of population","Female","Rural","%","2006","1.08"
"Eldoret East","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.26"
"Eldoret East","% of people with over 3 years Basic Literacy","Male","Rural","%","2006","0.05"
"Eldoret East","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.2"
"Eldoret East","% of people with over 3 years Basic Literacy","Female","Rural","%","2006","0.05"
"Eldoret East","Students in Madrassa school as percent of school age children","Male","Rural","%","2006","0.01"
"Eldoret East","Students in Madrassa school as percent of school age children","Female","Urban","%","2006","0.01"
"Eldoret East","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","2120"
"Eldoret East","No. of people over 3 years in school with Pre-Primary education","Male","Rural","Number","2006","5800"
"Eldoret East","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","2082"
"Eldoret East","No. of people over 3 years in school with Pre-Primary education","Female","Rural","Number","2006","5449"
"Eldoret East","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","7683"
"Eldoret East","No. of people over 3 years in school with Primary education","Male","Rural","Number","2006","24573"
"Eldoret East","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","7862"
"Eldoret East","No. of people over 3 years in school with Primary education","Female","Rural","Number","2006","23374"
"Eldoret East","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","2780"
"Eldoret East","No. of people over 3 years in school with Secondary education","Male","Rural","Number","2006","4245"
"Eldoret East","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","3054"
"Eldoret East","No. of people over 3 years in school with Secondary education","Female","Rural","Number","2006","4449"
"Eldoret East","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","1094"
"Eldoret East","No. of people over 3 years in school with Tertiary education","Male","Rural","Number","2006","446"
"Eldoret East","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","1699"
"Eldoret East","No. of people over 3 years in school with Tertiary education","Female","Rural","Number","2006","591"
"Eldoret East","No. of people over 3 years in University","Male","Urban","Number","2006","2820"
"Eldoret East","No. of people over 3 years in University","Male","Rural","Number","2006","291"
"Eldoret East","No. of people over 3 years in University","Female","Urban","Number","2006","2066"
"Eldoret East","No. of people over 3 years in University","Female","Rural","Number","2006","228"
"Eldoret East","Youth Polytechnic","Male","Urban","Number","2006","86"
"Eldoret East","Youth Polytechnic","Male","Rural","Number","2006","74"
"Eldoret East","Youth Polytechnic","Female","Urban","Number","2006","85"
"Eldoret East","Youth Polytechnic","Female","Rural","Number","2006","84"
"Eldoret East","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","44"
"Eldoret East","No. of people over 3 years with Basic Literacy","Male","Rural","Number","2006","17"
"Eldoret East","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","33"
"Eldoret East","No. of people over 3 years with Basic Literacy","Female","Rural","Number","2006","18"
"Eldoret East","No. of people over 3 years in  Madrassa school","Male","Rural","Number","2006","3"
"Eldoret East","No. of people over 3 years in  Madrassa school","Female","Urban","Number","2006","1"
"Eldoret East","No. of people over 3 years in  Madrassa school","Female","Rural","Number","2006","1"
"Eldoret East","Population","Male","Urban","Persons","2006","16627"
"Eldoret East","Population","Male","Rural","Persons","2006","35449"
"Eldoret East","Population","Female","Urban","Persons","2006","16882"
"Eldoret East","Population","Female","Rural","Persons","2006","34194"
"Eldoret East","Pre-primary school age children","Male","Urban","Number","2006","1884"
"Eldoret East","Pre-primary school age children","Male","Rural","Number","2006","5151"
"Eldoret East","Pre-primary school age children","Female","Urban","Number","2006","1932"
"Eldoret East","Pre-primary school age children","Female","Rural","Number","2006","5004"
"Eldoret East","Primary school age children","Male","Urban","Number","2006","6694"
"Eldoret East","Primary school age children","Male","Rural","Number","2006","19208"
"Eldoret East","Primary school age children","Female","Urban","Number","2006","6831"
"Eldoret East","Primary school age children","Female","Rural","Number","2006","18681"
"Eldoret East","Secondary School age children","Male","Urban","Number","2006","2691"
"Eldoret East","Secondary School age children","Male","Rural","Number","2006","7871"
"Eldoret East","Secondary School age children","Female","Urban","Number","2006","3509"
"Eldoret East","Secondary School age children","Female","Rural","Number","2006","7886"
"Eldoret East","School age children","Male","Urban","Number","2006","11269"
"Eldoret East","School age children","Male","Rural","Number","2006","32230"
"Eldoret East","School age children","Female","Urban","Number","2006","12272"
"Eldoret East","School age children","Female","Rural","Number","2006","31571"
"Eldoret East","Tertiary age population","Male","Urban","Number","2006","5480"
"Eldoret East","Tertiary age population","Male","Rural","Number","2006","8285"
"Eldoret East","Tertiary age population","Female","Urban","Number","2006","6237"
"Eldoret East","Tertiary age population","Female","Rural","Number","2006","7755"
"Eldoret West","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","108.6"
"Eldoret West","In school with pre-primary as percent of pre-primary population","Male","Rural","%","2006","116.53"
"Eldoret West","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","111.68"
"Eldoret West","In school with pre-primary as percent of pre-primary population","Female","Rural","%","2006","111.82"
"Eldoret West","In school with Primary education as % of primary school age population","Male","Urban","%","2006","113.07"
"Eldoret West","In school with Primary education as % of primary school age population","Male","Rural","%","2006","124.58"
"Eldoret West","In school with Primary education as % of primary school age population","Female","Urban","%","2006","112.3"
"Eldoret West","In school with Primary education as % of primary school age population","Female","Rural","%","2006","123.41"
"Eldoret West","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","82.79"
"Eldoret West","In school with Secondary education as percent of secondary school age population","Male","Rural","%","2006","52.03"
"Eldoret West","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","72.32"
"Eldoret West","In school with Secondary education as percent of secondary school age population","Female","Rural","%","2006","49.01"
"Eldoret West","In school with Tertiary education as % of population","Male","Urban","%","2006","15.38"
"Eldoret West","In school with Tertiary education as % of population","Male","Rural","%","2006","4.89"
"Eldoret West","In school with Tertiary education as % of population","Female","Urban","%","2006","14.91"
"Eldoret West","In school with Tertiary education as % of population","Female","Rural","%","2006","7.04"
"Eldoret West","University students as % of population","Male","Urban","%","2006","23.66"
"Eldoret West","University students as % of population","Male","Rural","%","2006","2.86"
"Eldoret West","University students as % of population","Female","Urban","%","2006","17.06"
"Eldoret West","University students as % of population","Female","Rural","%","2006","1.9"
"Eldoret West","Youth Polytechnic students as percent of population","Male","Urban","%","2006","0.76"
"Eldoret West","Youth Polytechnic students as percent of population","Male","Rural","%","2006","0.38"
"Eldoret West","Youth Polytechnic students as percent of population","Female","Urban","%","2006","0.5"
"Eldoret West","Youth Polytechnic students as percent of population","Female","Rural","%","2006","0.45"
"Eldoret West","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.08"
"Eldoret West","% of people with over 3 years Basic Literacy","Male","Rural","%","2006","0.03"
"Eldoret West","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.21"
"Eldoret West","% of people with over 3 years Basic Literacy","Female","Rural","%","2006","0.03"
"Eldoret West","Students in Madrassa school as percent of school age children","Male","Urban","%","2006","0.01"
"Eldoret West","Students in Madrassa school as percent of school age children","Female","Urban","%","2006","0.04"
"Eldoret West","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","4383"
"Eldoret West","No. of people over 3 years in school with Pre-Primary education","Male","Rural","Number","2006","9687"
"Eldoret West","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","4273"
"Eldoret West","No. of people over 3 years in school with Pre-Primary education","Female","Rural","Number","2006","8818"
"Eldoret West","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","14022"
"Eldoret West","No. of people over 3 years in school with Primary education","Male","Rural","Number","2006","36780"
"Eldoret West","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","14491"
"Eldoret West","No. of people over 3 years in school with Primary education","Female","Rural","Number","2006","35723"
"Eldoret West","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","3902"
"Eldoret West","No. of people over 3 years in school with Secondary education","Male","Rural","Number","2006","6169"
"Eldoret West","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","3869"
"Eldoret West","No. of people over 3 years in school with Secondary education","Female","Rural","Number","2006","5725"
"Eldoret West","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","1214"
"Eldoret West","No. of people over 3 years in school with Tertiary education","Male","Rural","Number","2006","643"
"Eldoret West","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","1568"
"Eldoret West","No. of people over 3 years in school with Tertiary education","Female","Rural","Number","2006","873"
"Eldoret West","No. of people over 3 years in University","Male","Urban","Number","2006","1868"
"Eldoret West","No. of people over 3 years in University","Male","Rural","Number","2006","376"
"Eldoret West","No. of people over 3 years in University","Female","Urban","Number","2006","1794"
"Eldoret West","No. of people over 3 years in University","Female","Rural","Number","2006","235"
"Eldoret West","Youth Polytechnic","Male","Urban","Number","2006","60"
"Eldoret West","Youth Polytechnic","Male","Rural","Number","2006","50"
"Eldoret West","Youth Polytechnic","Female","Urban","Number","2006","53"
"Eldoret West","Youth Polytechnic","Female","Rural","Number","2006","56"
"Eldoret West","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","20"
"Eldoret West","No. of people over 3 years with Basic Literacy","Male","Rural","Number","2006","14"
"Eldoret West","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","54"
"Eldoret West","No. of people over 3 years with Basic Literacy","Female","Rural","Number","2006","13"
"Eldoret West","No. of people over 3 years in  Madrassa school","Male","Urban","Number","2006","3"
"Eldoret West","No. of people over 3 years in  Madrassa school","Male","Rural","Number","2006","2"
"Eldoret West","No. of people over 3 years in  Madrassa school","Female","Urban","Number","2006","8"
"Eldoret West","No. of people over 3 years in  Madrassa school","Female","Rural","Number","2006","1"
"Eldoret West","Population","Male","Urban","Persons","2006","25472"
"Eldoret West","Population","Male","Rural","Persons","2006","53721"
"Eldoret West","Population","Female","Urban","Persons","2006","26110"
"Eldoret West","Population","Female","Rural","Persons","2006","51444"
"Eldoret West","Pre-primary school age children","Male","Urban","Number","2006","4036"
"Eldoret West","Pre-primary school age children","Male","Rural","Number","2006","8313"
"Eldoret West","Pre-primary school age children","Female","Urban","Number","2006","3826"
"Eldoret West","Pre-primary school age children","Female","Rural","Number","2006","7886"
"Eldoret West","Primary school age children","Male","Urban","Number","2006","12401"
"Eldoret West","Primary school age children","Male","Rural","Number","2006","29524"
"Eldoret West","Primary school age children","Female","Urban","Number","2006","12904"
"Eldoret West","Primary school age children","Female","Rural","Number","2006","28947"
"Eldoret West","Secondary School age children","Male","Urban","Number","2006","4713"
"Eldoret West","Secondary School age children","Male","Rural","Number","2006","11857"
"Eldoret West","Secondary School age children","Female","Urban","Number","2006","5350"
"Eldoret West","Secondary School age children","Female","Rural","Number","2006","11682"
"Eldoret West","School age children","Male","Urban","Number","2006","21150"
"Eldoret West","School age children","Male","Rural","Number","2006","49694"
"Eldoret West","School age children","Female","Urban","Number","2006","22080"
"Eldoret West","School age children","Female","Rural","Number","2006","48515"
"Eldoret West","Tertiary age population","Male","Urban","Number","2006","7895"
"Eldoret West","Tertiary age population","Male","Rural","Number","2006","13147"
"Eldoret West","Tertiary age population","Female","Urban","Number","2006","10518"
"Eldoret West","Tertiary age population","Female","Rural","Number","2006","12396"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1970","3113"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1971","4147"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1972","3094"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1973","3853"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1974","3891"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1975","4158"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1976","4503"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1977","4695"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1978","4913"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1979","6111"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1980","5467"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1982","8413"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1983","8814"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1984","9320"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1985","11587"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1986","11341"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1987","12287"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1988","12677"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1989","16756"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1990","17221"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1991","17925"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1992","21204"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1993","20766"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1994","20626"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1995","19745"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1996","19945"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1997","20213"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","1998","20340"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2000","19915"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2001","23082"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2002","22067"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2003","32904"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2004","36067"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2005","39674"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2006","38651"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2007","36404"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2008","36508"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2009","36098"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2010","39313"
"Eldoret Mun","Primary School Enrollment","Total","Total","Number","2011","41311"
"Wareng","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","114.59"
"Wareng","In school with pre-primary as percent of pre-primary population","Male","Rural","%","2006","131.17"
"Wareng","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","117.74"
"Wareng","In school with pre-primary as percent of pre-primary population","Female","Rural","%","2006","131.76"
"Wareng","In school with Primary education as % of primary school age population","Male","Urban","%","2006","117.58"
"Wareng","In school with Primary education as % of primary school age population","Male","Rural","%","2006","122"
"Wareng","In school with Primary education as % of primary school age population","Female","Urban","%","2006","115.14"
"Wareng","In school with Primary education as % of primary school age population","Female","Rural","%","2006","119.8"
"Wareng","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","82.67"
"Wareng","In school with Secondary education as percent of secondary school age population","Male","Rural","%","2006","58.2"
"Wareng","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","71.13"
"Wareng","In school with Secondary education as percent of secondary school age population","Female","Rural","%","2006","57.41"
"Wareng","In school with Tertiary education as % of population","Male","Urban","%","2006","24.57"
"Wareng","In school with Tertiary education as % of population","Male","Rural","%","2006","6.08"
"Wareng","In school with Tertiary education as % of population","Female","Urban","%","2006","21.09"
"Wareng","In school with Tertiary education as % of population","Female","Rural","%","2006","8.5"
"Wareng","University students as % of population","Male","Urban","%","2006","20.78"
"Wareng","University students as % of population","Male","Rural","%","2006","35.25"
"Wareng","University students as % of population","Female","Urban","%","2006","16"
"Wareng","University students as % of population","Female","Rural","%","2006","22.24"
"Wareng","Youth Polytechnic students as percent of population","Male","Urban","%","2006","2.33"
"Wareng","Youth Polytechnic students as percent of population","Male","Rural","%","2006","0.87"
"Wareng","Youth Polytechnic students as percent of population","Female","Urban","%","2006","1.52"
"Wareng","Youth Polytechnic students as percent of population","Female","Rural","%","2006","0.62"
"Wareng","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.11"
"Wareng","% of people with over 3 years Basic Literacy","Male","Rural","%","2006","0.06"
"Wareng","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.27"
"Wareng","% of people with over 3 years Basic Literacy","Female","Rural","%","2006","0.04"
"Wareng","Students in Madrassa school as percent of school age children","Male","Urban","%","2006","0.06"
"Wareng","Students in Madrassa school as percent of school age children","Female","Urban","%","2006","0.01"
"Wareng","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","3857"
"Wareng","No. of people over 3 years in school with Pre-Primary education","Male","Rural","Number","2006","5951"
"Wareng","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","3716"
"Wareng","No. of people over 3 years in school with Pre-Primary education","Female","Rural","Number","2006","5596"
"Wareng","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","12478"
"Wareng","No. of people over 3 years in school with Primary education","Male","Rural","Number","2006","19392"
"Wareng","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","12725"
"Wareng","No. of people over 3 years in school with Primary education","Female","Rural","Number","2006","18422"
"Wareng","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","3548"
"Wareng","No. of people over 3 years in school with Secondary education","Male","Rural","Number","2006","3734"
"Wareng","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","3225"
"Wareng","No. of people over 3 years in school with Secondary education","Female","Rural","Number","2006","3726"
"Wareng","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","1705"
"Wareng","No. of people over 3 years in school with Tertiary education","Male","Rural","Number","2006","517"
"Wareng","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","1819"
"Wareng","No. of people over 3 years in school with Tertiary education","Female","Rural","Number","2006","691"
"Wareng","No. of people over 3 years in University","Male","Urban","Number","2006","1442"
"Wareng","No. of people over 3 years in University","Male","Rural","Number","2006","2997"
"Wareng","No. of people over 3 years in University","Female","Urban","Number","2006","1380"
"Wareng","No. of people over 3 years in University","Female","Rural","Number","2006","1807"
"Wareng","Youth Polytechnic","Male","Urban","Number","2006","162"
"Wareng","Youth Polytechnic","Male","Rural","Number","2006","74"
"Wareng","Youth Polytechnic","Female","Urban","Number","2006","131"
"Wareng","Youth Polytechnic","Female","Rural","Number","2006","50"
"Wareng","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","26"
"Wareng","No. of people over 3 years with Basic Literacy","Male","Rural","Number","2006","20"
"Wareng","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","62"
"Wareng","No. of people over 3 years with Basic Literacy","Female","Rural","Number","2006","12"
"Wareng","No. of people over 3 years in  Madrassa school","Male","Urban","Number","2006","11"
"Wareng","No. of people over 3 years in  Madrassa school","Male","Rural","Number","2006","1"
"Wareng","No. of people over 3 years in  Madrassa school","Female","Urban","Number","2006","1"
"Wareng","Population","Male","Urban","Persons","2006","23229"
"Wareng","Population","Male","Rural","Persons","2006","32686"
"Wareng","Population","Female","Urban","Persons","2006","23059"
"Wareng","Population","Female","Rural","Persons","2006","30304"
"Wareng","Pre-primary school age children","Male","Urban","Number","2006","3366"
"Wareng","Pre-primary school age children","Male","Rural","Number","2006","4537"
"Wareng","Pre-primary school age children","Female","Urban","Number","2006","3156"
"Wareng","Pre-primary school age children","Female","Rural","Number","2006","4247"
